,breed,file,xmin,ymin,xmax,ymax,foldername,filename,dog_number,prepfilename,xdelta,ydelta
n02085782_1521,Japanese_spaniel,n02085782_1521,2.0,3.0,189.0,169.0,02085782,n02085782_1521,1,n02085782_1521-Japanese_spaniel_cr1,187.0,166.0
n02085782_1528,Japanese_spaniel,n02085782_1528,55.0,13.0,274.0,270.0,02085782,n02085782_1528,1,n02085782_1528-Japanese_spaniel_cr1,219.0,257.0
n02085782_1552,Japanese_spaniel,n02085782_1552,0.0,8.0,155.0,229.0,02085782,n02085782_1552,1,n02085782_1552-Japanese_spaniel_cr1,155.0,221.0
n02085782_1600,Japanese_spaniel,n02085782_1600,65.0,5.0,494.0,385.0,02085782,n02085782_1600,2,n02085782_1600-Japanese_spaniel_cr2,429.0,380.0
n02085782_1610,Japanese_spaniel,n02085782_1610,10.0,11.0,248.0,188.0,02085782,n02085782_1610,1,n02085782_1610-Japanese_spaniel_cr1,238.0,177.0
n02085782_1626,Japanese_spaniel,n02085782_1626,24.0,17.0,542.0,481.0,02085782,n02085782_1626,1,n02085782_1626-Japanese_spaniel_cr1,518.0,464.0
n02085782_1656,Japanese_spaniel,n02085782_1656,7.0,5.0,220.0,154.0,02085782,n02085782_1656,1,n02085782_1656-Japanese_spaniel_cr1,213.0,149.0
n02085782_1665,Japanese_spaniel,n02085782_1665,116.0,24.0,182.0,94.0,02085782,n02085782_1665,1,n02085782_1665-Japanese_spaniel_cr1,66.0,70.0
n02085782_1691,Japanese_spaniel,n02085782_1691,24.0,114.0,202.0,268.0,02085782,n02085782_1691,1,n02085782_1691-Japanese_spaniel_cr1,178.0,154.0
n02085782_17,Japanese_spaniel,n02085782_17,48.0,102.0,367.0,367.0,02085782,n02085782_17,1,n02085782_17-Japanese_spaniel_cr1,319.0,265.0
n02085782_172,Japanese_spaniel,n02085782_172,19.0,22.0,199.0,143.0,02085782,n02085782_172,1,n02085782_172-Japanese_spaniel_cr1,180.0,121.0
n02085782_1724,Japanese_spaniel,n02085782_1724,56.0,22.0,499.0,374.0,02085782,n02085782_1724,1,n02085782_1724-Japanese_spaniel_cr1,443.0,352.0
n02085782_1731,Japanese_spaniel,n02085782_1731,23.0,0.0,598.0,435.0,02085782,n02085782_1731,1,n02085782_1731-Japanese_spaniel_cr1,575.0,435.0
n02085782_1750,Japanese_spaniel,n02085782_1750,91.0,55.0,483.0,346.0,02085782,n02085782_1750,1,n02085782_1750-Japanese_spaniel_cr1,392.0,291.0
n02085782_1764,Japanese_spaniel,n02085782_1764,29.0,30.0,370.0,289.0,02085782,n02085782_1764,1,n02085782_1764-Japanese_spaniel_cr1,341.0,259.0
n02085782_1774,Japanese_spaniel,n02085782_1774,0.0,28.0,141.0,149.0,02085782,n02085782_1774,1,n02085782_1774-Japanese_spaniel_cr1,141.0,121.0
n02085782_1778,Japanese_spaniel,n02085782_1778,30.0,103.0,392.0,379.0,02085782,n02085782_1778,1,n02085782_1778-Japanese_spaniel_cr1,362.0,276.0
n02085782_1782,Japanese_spaniel,n02085782_1782,1.0,5.0,292.0,257.0,02085782,n02085782_1782,1,n02085782_1782-Japanese_spaniel_cr1,291.0,252.0
n02085782_1836,Japanese_spaniel,n02085782_1836,192.0,40.0,625.0,597.0,02085782,n02085782_1836,1,n02085782_1836-Japanese_spaniel_cr1,433.0,557.0
n02085782_1848,Japanese_spaniel,n02085782_1848,68.0,1.0,598.0,448.0,02085782,n02085782_1848,1,n02085782_1848-Japanese_spaniel_cr1,530.0,447.0
n02085782_1855,Japanese_spaniel,n02085782_1855,47.0,17.0,362.0,401.0,02085782,n02085782_1855,1,n02085782_1855-Japanese_spaniel_cr1,315.0,384.0
n02085782_186,Japanese_spaniel,n02085782_186,10.0,25.0,196.0,280.0,02085782,n02085782_186,1,n02085782_186-Japanese_spaniel_cr1,186.0,255.0
n02085782_1890,Japanese_spaniel,n02085782_1890,18.0,14.0,157.0,171.0,02085782,n02085782_1890,1,n02085782_1890-Japanese_spaniel_cr1,139.0,157.0
n02085782_191,Japanese_spaniel,n02085782_191,34.0,15.0,276.0,225.0,02085782,n02085782_191,1,n02085782_191-Japanese_spaniel_cr1,242.0,210.0
n02085782_1929,Japanese_spaniel,n02085782_1929,71.0,2.0,192.0,223.0,02085782,n02085782_1929,1,n02085782_1929-Japanese_spaniel_cr1,121.0,221.0
n02085782_1949,Japanese_spaniel,n02085782_1949,15.0,30.0,253.0,223.0,02085782,n02085782_1949,1,n02085782_1949-Japanese_spaniel_cr1,238.0,193.0
n02085782_1964,Japanese_spaniel,n02085782_1964,4.0,33.0,561.0,545.0,02085782,n02085782_1964,1,n02085782_1964-Japanese_spaniel_cr1,557.0,512.0
n02085782_2,Japanese_spaniel,n02085782_2,74.0,36.0,347.0,253.0,02085782,n02085782_2,1,n02085782_2-Japanese_spaniel_cr1,273.0,217.0
n02085782_2010,Japanese_spaniel,n02085782_2010,140.0,42.0,207.0,139.0,02085782,n02085782_2010,3,n02085782_2010-Japanese_spaniel_cr3,67.0,97.0
n02085782_2014,Japanese_spaniel,n02085782_2014,21.0,7.0,179.0,219.0,02085782,n02085782_2014,1,n02085782_2014-Japanese_spaniel_cr1,158.0,212.0
n02085782_2045,Japanese_spaniel,n02085782_2045,4.0,7.0,377.0,285.0,02085782,n02085782_2045,1,n02085782_2045-Japanese_spaniel_cr1,373.0,278.0
n02085782_2074,Japanese_spaniel,n02085782_2074,84.0,36.0,327.0,277.0,02085782,n02085782_2074,1,n02085782_2074-Japanese_spaniel_cr1,243.0,241.0
n02085782_2100,Japanese_spaniel,n02085782_2100,1.0,3.0,284.0,276.0,02085782,n02085782_2100,2,n02085782_2100-Japanese_spaniel_cr2,283.0,273.0
n02085782_2118,Japanese_spaniel,n02085782_2118,64.0,30.0,268.0,260.0,02085782,n02085782_2118,1,n02085782_2118-Japanese_spaniel_cr1,204.0,230.0
n02085782_2128,Japanese_spaniel,n02085782_2128,1.0,1.0,391.0,354.0,02085782,n02085782_2128,1,n02085782_2128-Japanese_spaniel_cr1,390.0,353.0
n02085782_2162,Japanese_spaniel,n02085782_2162,22.0,5.0,160.0,130.0,02085782,n02085782_2162,1,n02085782_2162-Japanese_spaniel_cr1,138.0,125.0
n02085782_2182,Japanese_spaniel,n02085782_2182,23.0,7.0,392.0,276.0,02085782,n02085782_2182,1,n02085782_2182-Japanese_spaniel_cr1,369.0,269.0
n02085782_2207,Japanese_spaniel,n02085782_2207,199.0,32.0,340.0,241.0,02085782,n02085782_2207,2,n02085782_2207-Japanese_spaniel_cr2,141.0,209.0
n02085782_2241,Japanese_spaniel,n02085782_2241,60.0,32.0,302.0,396.0,02085782,n02085782_2241,1,n02085782_2241-Japanese_spaniel_cr1,242.0,364.0
n02085782_2250,Japanese_spaniel,n02085782_2250,6.0,0.0,598.0,792.0,02085782,n02085782_2250,1,n02085782_2250-Japanese_spaniel_cr1,592.0,792.0
n02085782_2255,Japanese_spaniel,n02085782_2255,28.0,13.0,273.0,251.0,02085782,n02085782_2255,1,n02085782_2255-Japanese_spaniel_cr1,245.0,238.0
n02085782_2269,Japanese_spaniel,n02085782_2269,98.0,43.0,252.0,226.0,02085782,n02085782_2269,1,n02085782_2269-Japanese_spaniel_cr1,154.0,183.0
n02085782_2279,Japanese_spaniel,n02085782_2279,50.0,5.0,203.0,206.0,02085782,n02085782_2279,1,n02085782_2279-Japanese_spaniel_cr1,153.0,201.0
n02085782_2293,Japanese_spaniel,n02085782_2293,8.0,2.0,146.0,166.0,02085782,n02085782_2293,1,n02085782_2293-Japanese_spaniel_cr1,138.0,164.0
n02085782_23,Japanese_spaniel,n02085782_23,73.0,24.0,255.0,255.0,02085782,n02085782_23,1,n02085782_23-Japanese_spaniel_cr1,182.0,231.0
n02085782_230,Japanese_spaniel,n02085782_230,64.0,50.0,201.0,193.0,02085782,n02085782_230,1,n02085782_230-Japanese_spaniel_cr1,137.0,143.0
n02085782_2323,Japanese_spaniel,n02085782_2323,13.0,24.0,185.0,131.0,02085782,n02085782_2323,1,n02085782_2323-Japanese_spaniel_cr1,172.0,107.0
n02085782_2345,Japanese_spaniel,n02085782_2345,2.0,28.0,460.0,419.0,02085782,n02085782_2345,1,n02085782_2345-Japanese_spaniel_cr1,458.0,391.0
n02085782_2354,Japanese_spaniel,n02085782_2354,16.0,1.0,350.0,346.0,02085782,n02085782_2354,1,n02085782_2354-Japanese_spaniel_cr1,334.0,345.0
n02085782_2428,Japanese_spaniel,n02085782_2428,18.0,22.0,586.0,798.0,02085782,n02085782_2428,1,n02085782_2428-Japanese_spaniel_cr1,568.0,776.0
n02085782_2459,Japanese_spaniel,n02085782_2459,30.0,23.0,478.0,427.0,02085782,n02085782_2459,1,n02085782_2459-Japanese_spaniel_cr1,448.0,404.0
n02085782_2491,Japanese_spaniel,n02085782_2491,51.0,15.0,342.0,281.0,02085782,n02085782_2491,1,n02085782_2491-Japanese_spaniel_cr1,291.0,266.0
n02085782_2549,Japanese_spaniel,n02085782_2549,30.0,11.0,328.0,367.0,02085782,n02085782_2549,1,n02085782_2549-Japanese_spaniel_cr1,298.0,356.0
n02085782_2584,Japanese_spaniel,n02085782_2584,0.0,57.0,582.0,447.0,02085782,n02085782_2584,1,n02085782_2584-Japanese_spaniel_cr1,582.0,390.0
n02085782_2635,Japanese_spaniel,n02085782_2635,304.0,201.0,638.0,478.0,02085782,n02085782_2635,2,n02085782_2635-Japanese_spaniel_cr2,334.0,277.0
n02085782_2640,Japanese_spaniel,n02085782_2640,22.0,21.0,381.0,253.0,02085782,n02085782_2640,1,n02085782_2640-Japanese_spaniel_cr1,359.0,232.0
n02085782_2655,Japanese_spaniel,n02085782_2655,11.0,8.0,376.0,384.0,02085782,n02085782_2655,1,n02085782_2655-Japanese_spaniel_cr1,365.0,376.0
n02085782_267,Japanese_spaniel,n02085782_267,65.0,65.0,384.0,344.0,02085782,n02085782_267,1,n02085782_267-Japanese_spaniel_cr1,319.0,279.0
n02085782_2690,Japanese_spaniel,n02085782_2690,9.0,4.0,524.0,393.0,02085782,n02085782_2690,1,n02085782_2690-Japanese_spaniel_cr1,515.0,389.0
n02085782_2695,Japanese_spaniel,n02085782_2695,39.0,33.0,158.0,187.0,02085782,n02085782_2695,2,n02085782_2695-Japanese_spaniel_cr2,119.0,154.0
n02085782_2715,Japanese_spaniel,n02085782_2715,62.0,77.0,432.0,539.0,02085782,n02085782_2715,1,n02085782_2715-Japanese_spaniel_cr1,370.0,462.0
n02085782_2762,Japanese_spaniel,n02085782_2762,58.0,67.0,307.0,298.0,02085782,n02085782_2762,1,n02085782_2762-Japanese_spaniel_cr1,249.0,231.0
n02085782_2796,Japanese_spaniel,n02085782_2796,6.0,10.0,375.0,384.0,02085782,n02085782_2796,1,n02085782_2796-Japanese_spaniel_cr1,369.0,374.0
n02085782_28,Japanese_spaniel,n02085782_28,22.0,7.0,322.0,261.0,02085782,n02085782_28,1,n02085782_28-Japanese_spaniel_cr1,300.0,254.0
n02085782_2874,Japanese_spaniel,n02085782_2874,67.0,54.0,283.0,329.0,02085782,n02085782_2874,1,n02085782_2874-Japanese_spaniel_cr1,216.0,275.0
n02085782_2886,Japanese_spaniel,n02085782_2886,27.0,57.0,210.0,266.0,02085782,n02085782_2886,2,n02085782_2886-Japanese_spaniel_cr2,183.0,209.0
n02085782_2914,Japanese_spaniel,n02085782_2914,273.0,57.0,438.0,189.0,02085782,n02085782_2914,3,n02085782_2914-Japanese_spaniel_cr3,165.0,132.0
n02085782_2922,Japanese_spaniel,n02085782_2922,7.0,7.0,196.0,193.0,02085782,n02085782_2922,1,n02085782_2922-Japanese_spaniel_cr1,189.0,186.0
n02085782_2939,Japanese_spaniel,n02085782_2939,177.0,7.0,598.0,270.0,02085782,n02085782_2939,1,n02085782_2939-Japanese_spaniel_cr1,421.0,263.0
n02085782_2978,Japanese_spaniel,n02085782_2978,74.0,11.0,252.0,283.0,02085782,n02085782_2978,1,n02085782_2978-Japanese_spaniel_cr1,178.0,272.0
n02085782_3019,Japanese_spaniel,n02085782_3019,57.0,55.0,122.0,178.0,02085782,n02085782_3019,1,n02085782_3019-Japanese_spaniel_cr1,65.0,123.0
n02085782_3021,Japanese_spaniel,n02085782_3021,2.0,18.0,567.0,464.0,02085782,n02085782_3021,1,n02085782_3021-Japanese_spaniel_cr1,565.0,446.0
n02085782_3030,Japanese_spaniel,n02085782_3030,103.0,76.0,563.0,582.0,02085782,n02085782_3030,1,n02085782_3030-Japanese_spaniel_cr1,460.0,506.0
n02085782_3031,Japanese_spaniel,n02085782_3031,5.0,34.0,114.0,144.0,02085782,n02085782_3031,1,n02085782_3031-Japanese_spaniel_cr1,109.0,110.0
n02085782_3052,Japanese_spaniel,n02085782_3052,42.0,28.0,378.0,347.0,02085782,n02085782_3052,1,n02085782_3052-Japanese_spaniel_cr1,336.0,319.0
n02085782_3065,Japanese_spaniel,n02085782_3065,1.0,1.0,149.0,131.0,02085782,n02085782_3065,1,n02085782_3065-Japanese_spaniel_cr1,148.0,130.0
n02085782_3071,Japanese_spaniel,n02085782_3071,0.0,8.0,92.0,115.0,02085782,n02085782_3071,2,n02085782_3071-Japanese_spaniel_cr2,92.0,107.0
n02085782_309,Japanese_spaniel,n02085782_309,23.0,7.0,199.0,184.0,02085782,n02085782_309,1,n02085782_309-Japanese_spaniel_cr1,176.0,177.0
n02085782_3098,Japanese_spaniel,n02085782_3098,146.0,16.0,332.0,280.0,02085782,n02085782_3098,1,n02085782_3098-Japanese_spaniel_cr1,186.0,264.0
n02085782_3121,Japanese_spaniel,n02085782_3121,13.0,12.0,279.0,302.0,02085782,n02085782_3121,1,n02085782_3121-Japanese_spaniel_cr1,266.0,290.0
n02085782_313,Japanese_spaniel,n02085782_313,39.0,16.0,381.0,340.0,02085782,n02085782_313,1,n02085782_313-Japanese_spaniel_cr1,342.0,324.0
n02085782_3148,Japanese_spaniel,n02085782_3148,101.0,131.0,597.0,798.0,02085782,n02085782_3148,1,n02085782_3148-Japanese_spaniel_cr1,496.0,667.0
n02085782_3158,Japanese_spaniel,n02085782_3158,385.0,76.0,804.0,371.0,02085782,n02085782_3158,2,n02085782_3158-Japanese_spaniel_cr2,419.0,295.0
n02085782_3215,Japanese_spaniel,n02085782_3215,24.0,43.0,283.0,216.0,02085782,n02085782_3215,1,n02085782_3215-Japanese_spaniel_cr1,259.0,173.0
n02085782_3325,Japanese_spaniel,n02085782_3325,65.0,4.0,538.0,446.0,02085782,n02085782_3325,1,n02085782_3325-Japanese_spaniel_cr1,473.0,442.0
n02085782_3331,Japanese_spaniel,n02085782_3331,39.0,69.0,220.0,246.0,02085782,n02085782_3331,1,n02085782_3331-Japanese_spaniel_cr1,181.0,177.0
n02085782_3354,Japanese_spaniel,n02085782_3354,15.0,91.0,319.0,394.0,02085782,n02085782_3354,1,n02085782_3354-Japanese_spaniel_cr1,304.0,303.0
n02085782_3387,Japanese_spaniel,n02085782_3387,63.0,50.0,483.0,425.0,02085782,n02085782_3387,1,n02085782_3387-Japanese_spaniel_cr1,420.0,375.0
n02085782_3400,Japanese_spaniel,n02085782_3400,0.0,0.0,197.0,179.0,02085782,n02085782_3400,1,n02085782_3400-Japanese_spaniel_cr1,197.0,179.0
n02085782_3404,Japanese_spaniel,n02085782_3404,32.0,19.0,153.0,161.0,02085782,n02085782_3404,1,n02085782_3404-Japanese_spaniel_cr1,121.0,142.0
n02085782_3420,Japanese_spaniel,n02085782_3420,0.0,27.0,209.0,181.0,02085782,n02085782_3420,1,n02085782_3420-Japanese_spaniel_cr1,209.0,154.0
n02085782_3481,Japanese_spaniel,n02085782_3481,8.0,2.0,404.0,316.0,02085782,n02085782_3481,1,n02085782_3481-Japanese_spaniel_cr1,396.0,314.0
n02085782_3499,Japanese_spaniel,n02085782_3499,41.0,40.0,209.0,218.0,02085782,n02085782_3499,1,n02085782_3499-Japanese_spaniel_cr1,168.0,178.0
n02085782_3516,Japanese_spaniel,n02085782_3516,22.0,29.0,219.0,205.0,02085782,n02085782_3516,2,n02085782_3516-Japanese_spaniel_cr2,197.0,176.0
n02085782_3578,Japanese_spaniel,n02085782_3578,1.0,63.0,335.0,332.0,02085782,n02085782_3578,1,n02085782_3578-Japanese_spaniel_cr1,334.0,269.0
n02085782_3649,Japanese_spaniel,n02085782_3649,3.0,4.0,355.0,422.0,02085782,n02085782_3649,1,n02085782_3649-Japanese_spaniel_cr1,352.0,418.0
n02085782_3720,Japanese_spaniel,n02085782_3720,36.0,28.0,542.0,409.0,02085782,n02085782_3720,1,n02085782_3720-Japanese_spaniel_cr1,506.0,381.0
n02085782_3727,Japanese_spaniel,n02085782_3727,49.0,25.0,272.0,250.0,02085782,n02085782_3727,1,n02085782_3727-Japanese_spaniel_cr1,223.0,225.0
n02085782_3744,Japanese_spaniel,n02085782_3744,22.0,117.0,370.0,522.0,02085782,n02085782_3744,1,n02085782_3744-Japanese_spaniel_cr1,348.0,405.0
n02085782_3781,Japanese_spaniel,n02085782_3781,71.0,97.0,598.0,434.0,02085782,n02085782_3781,1,n02085782_3781-Japanese_spaniel_cr1,527.0,337.0
n02085782_38,Japanese_spaniel,n02085782_38,1.0,6.0,161.0,199.0,02085782,n02085782_38,1,n02085782_38-Japanese_spaniel_cr1,160.0,193.0
n02085782_381,Japanese_spaniel,n02085782_381,16.0,28.0,329.0,296.0,02085782,n02085782_381,1,n02085782_381-Japanese_spaniel_cr1,313.0,268.0
n02085782_3810,Japanese_spaniel,n02085782_3810,8.0,1.0,286.0,349.0,02085782,n02085782_3810,1,n02085782_3810-Japanese_spaniel_cr1,278.0,348.0
n02085782_382,Japanese_spaniel,n02085782_382,8.0,8.0,394.0,390.0,02085782,n02085782_382,1,n02085782_382-Japanese_spaniel_cr1,386.0,382.0
n02085782_385,Japanese_spaniel,n02085782_385,35.0,57.0,218.0,217.0,02085782,n02085782_385,1,n02085782_385-Japanese_spaniel_cr1,183.0,160.0
n02085782_3855,Japanese_spaniel,n02085782_3855,32.0,20.0,327.0,395.0,02085782,n02085782_3855,1,n02085782_3855-Japanese_spaniel_cr1,295.0,375.0
n02085782_3870,Japanese_spaniel,n02085782_3870,8.0,1.0,195.0,259.0,02085782,n02085782_3870,1,n02085782_3870-Japanese_spaniel_cr1,187.0,258.0
n02085782_3889,Japanese_spaniel,n02085782_3889,58.0,10.0,429.0,374.0,02085782,n02085782_3889,1,n02085782_3889-Japanese_spaniel_cr1,371.0,364.0
n02085782_3896,Japanese_spaniel,n02085782_3896,0.0,1.0,183.0,199.0,02085782,n02085782_3896,1,n02085782_3896-Japanese_spaniel_cr1,183.0,198.0
n02085782_3899,Japanese_spaniel,n02085782_3899,0.0,29.0,199.0,193.0,02085782,n02085782_3899,1,n02085782_3899-Japanese_spaniel_cr1,199.0,164.0
n02085782_3966,Japanese_spaniel,n02085782_3966,19.0,14.0,262.0,279.0,02085782,n02085782_3966,1,n02085782_3966-Japanese_spaniel_cr1,243.0,265.0
n02085782_3979,Japanese_spaniel,n02085782_3979,207.0,178.0,672.0,508.0,02085782,n02085782_3979,1,n02085782_3979-Japanese_spaniel_cr1,465.0,330.0
n02085782_3990,Japanese_spaniel,n02085782_3990,23.0,20.0,205.0,197.0,02085782,n02085782_3990,1,n02085782_3990-Japanese_spaniel_cr1,182.0,177.0
n02085782_4042,Japanese_spaniel,n02085782_4042,9.0,30.0,433.0,385.0,02085782,n02085782_4042,1,n02085782_4042-Japanese_spaniel_cr1,424.0,355.0
n02085782_4208,Japanese_spaniel,n02085782_4208,13.0,44.0,175.0,243.0,02085782,n02085782_4208,1,n02085782_4208-Japanese_spaniel_cr1,162.0,199.0
n02085782_4269,Japanese_spaniel,n02085782_4269,27.0,22.0,154.0,133.0,02085782,n02085782_4269,1,n02085782_4269-Japanese_spaniel_cr1,127.0,111.0
n02085782_4294,Japanese_spaniel,n02085782_4294,51.0,26.0,344.0,304.0,02085782,n02085782_4294,1,n02085782_4294-Japanese_spaniel_cr1,293.0,278.0
n02085782_4332,Japanese_spaniel,n02085782_4332,138.0,36.0,530.0,448.0,02085782,n02085782_4332,1,n02085782_4332-Japanese_spaniel_cr1,392.0,412.0
n02085782_435,Japanese_spaniel,n02085782_435,19.0,18.0,171.0,167.0,02085782,n02085782_435,1,n02085782_435-Japanese_spaniel_cr1,152.0,149.0
n02085782_4351,Japanese_spaniel,n02085782_4351,66.0,49.0,323.0,262.0,02085782,n02085782_4351,1,n02085782_4351-Japanese_spaniel_cr1,257.0,213.0
n02085782_4365,Japanese_spaniel,n02085782_4365,13.0,17.0,589.0,520.0,02085782,n02085782_4365,1,n02085782_4365-Japanese_spaniel_cr1,576.0,503.0
n02085782_440,Japanese_spaniel,n02085782_440,0.0,37.0,220.0,249.0,02085782,n02085782_440,1,n02085782_440-Japanese_spaniel_cr1,220.0,212.0
n02085782_4436,Japanese_spaniel,n02085782_4436,70.0,7.0,596.0,699.0,02085782,n02085782_4436,1,n02085782_4436-Japanese_spaniel_cr1,526.0,692.0
n02085782_4438,Japanese_spaniel,n02085782_4438,40.0,26.0,184.0,217.0,02085782,n02085782_4438,1,n02085782_4438-Japanese_spaniel_cr1,144.0,191.0
n02085782_4458,Japanese_spaniel,n02085782_4458,66.0,36.0,282.0,238.0,02085782,n02085782_4458,1,n02085782_4458-Japanese_spaniel_cr1,216.0,202.0
n02085782_4511,Japanese_spaniel,n02085782_4511,68.0,33.0,559.0,428.0,02085782,n02085782_4511,1,n02085782_4511-Japanese_spaniel_cr1,491.0,395.0
n02085782_4564,Japanese_spaniel,n02085782_4564,26.0,24.0,199.0,166.0,02085782,n02085782_4564,1,n02085782_4564-Japanese_spaniel_cr1,173.0,142.0
n02085782_4574,Japanese_spaniel,n02085782_4574,57.0,20.0,176.0,120.0,02085782,n02085782_4574,1,n02085782_4574-Japanese_spaniel_cr1,119.0,100.0
n02085782_4579,Japanese_spaniel,n02085782_4579,176.0,78.0,392.0,288.0,02085782,n02085782_4579,1,n02085782_4579-Japanese_spaniel_cr1,216.0,210.0
n02085782_4590,Japanese_spaniel,n02085782_4590,50.0,133.0,280.0,447.0,02085782,n02085782_4590,1,n02085782_4590-Japanese_spaniel_cr1,230.0,314.0
n02085782_4616,Japanese_spaniel,n02085782_4616,121.0,63.0,339.0,244.0,02085782,n02085782_4616,1,n02085782_4616-Japanese_spaniel_cr1,218.0,181.0
n02085782_4698,Japanese_spaniel,n02085782_4698,67.0,5.0,237.0,209.0,02085782,n02085782_4698,3,n02085782_4698-Japanese_spaniel_cr3,170.0,204.0
n02085782_4772,Japanese_spaniel,n02085782_4772,0.0,101.0,564.0,377.0,02085782,n02085782_4772,1,n02085782_4772-Japanese_spaniel_cr1,564.0,276.0
n02085782_4780,Japanese_spaniel,n02085782_4780,30.0,80.0,168.0,266.0,02085782,n02085782_4780,1,n02085782_4780-Japanese_spaniel_cr1,138.0,186.0
n02085782_4798,Japanese_spaniel,n02085782_4798,53.0,21.0,249.0,274.0,02085782,n02085782_4798,1,n02085782_4798-Japanese_spaniel_cr1,196.0,253.0
n02085782_50,Japanese_spaniel,n02085782_50,30.0,25.0,223.0,398.0,02085782,n02085782_50,1,n02085782_50-Japanese_spaniel_cr1,193.0,373.0
n02085782_516,Japanese_spaniel,n02085782_516,19.0,8.0,212.0,215.0,02085782,n02085782_516,1,n02085782_516-Japanese_spaniel_cr1,193.0,207.0
n02085782_518,Japanese_spaniel,n02085782_518,0.0,0.0,119.0,119.0,02085782,n02085782_518,1,n02085782_518-Japanese_spaniel_cr1,119.0,119.0
n02085782_564,Japanese_spaniel,n02085782_564,43.0,20.0,239.0,284.0,02085782,n02085782_564,1,n02085782_564-Japanese_spaniel_cr1,196.0,264.0
n02085782_572,Japanese_spaniel,n02085782_572,166.0,232.0,528.0,750.0,02085782,n02085782_572,1,n02085782_572-Japanese_spaniel_cr1,362.0,518.0
n02085782_593,Japanese_spaniel,n02085782_593,41.0,54.0,430.0,524.0,02085782,n02085782_593,1,n02085782_593-Japanese_spaniel_cr1,389.0,470.0
n02085782_622,Japanese_spaniel,n02085782_622,5.0,9.0,129.0,116.0,02085782,n02085782_622,1,n02085782_622-Japanese_spaniel_cr1,124.0,107.0
n02085782_626,Japanese_spaniel,n02085782_626,1.0,0.0,149.0,149.0,02085782,n02085782_626,1,n02085782_626-Japanese_spaniel_cr1,148.0,149.0
n02085782_664,Japanese_spaniel,n02085782_664,3.0,56.0,461.0,373.0,02085782,n02085782_664,1,n02085782_664-Japanese_spaniel_cr1,458.0,317.0
n02085782_665,Japanese_spaniel,n02085782_665,53.0,27.0,223.0,179.0,02085782,n02085782_665,1,n02085782_665-Japanese_spaniel_cr1,170.0,152.0
n02085782_668,Japanese_spaniel,n02085782_668,57.0,36.0,395.0,363.0,02085782,n02085782_668,1,n02085782_668-Japanese_spaniel_cr1,338.0,327.0
n02085782_676,Japanese_spaniel,n02085782_676,35.0,29.0,237.0,330.0,02085782,n02085782_676,1,n02085782_676-Japanese_spaniel_cr1,202.0,301.0
n02085782_697,Japanese_spaniel,n02085782_697,131.0,169.0,598.0,404.0,02085782,n02085782_697,1,n02085782_697-Japanese_spaniel_cr1,467.0,235.0
n02085782_698,Japanese_spaniel,n02085782_698,12.0,5.0,256.0,284.0,02085782,n02085782_698,1,n02085782_698-Japanese_spaniel_cr1,244.0,279.0
n02085782_725,Japanese_spaniel,n02085782_725,180.0,76.0,551.0,386.0,02085782,n02085782_725,1,n02085782_725-Japanese_spaniel_cr1,371.0,310.0
n02085782_749,Japanese_spaniel,n02085782_749,9.0,24.0,159.0,253.0,02085782,n02085782_749,2,n02085782_749-Japanese_spaniel_cr2,150.0,229.0
n02085782_754,Japanese_spaniel,n02085782_754,27.0,43.0,202.0,306.0,02085782,n02085782_754,1,n02085782_754-Japanese_spaniel_cr1,175.0,263.0
n02085782_757,Japanese_spaniel,n02085782_757,52.0,3.0,170.0,180.0,02085782,n02085782_757,1,n02085782_757-Japanese_spaniel_cr1,118.0,177.0
n02085782_80,Japanese_spaniel,n02085782_80,1.0,25.0,349.0,221.0,02085782,n02085782_80,1,n02085782_80-Japanese_spaniel_cr1,348.0,196.0
n02085782_806,Japanese_spaniel,n02085782_806,24.0,15.0,219.0,219.0,02085782,n02085782_806,1,n02085782_806-Japanese_spaniel_cr1,195.0,204.0
n02085782_810,Japanese_spaniel,n02085782_810,8.0,8.0,217.0,177.0,02085782,n02085782_810,1,n02085782_810-Japanese_spaniel_cr1,209.0,169.0
n02085782_82,Japanese_spaniel,n02085782_82,44.0,25.0,460.0,386.0,02085782,n02085782_82,1,n02085782_82-Japanese_spaniel_cr1,416.0,361.0
n02085782_845,Japanese_spaniel,n02085782_845,17.0,116.0,197.0,270.0,02085782,n02085782_845,1,n02085782_845-Japanese_spaniel_cr1,180.0,154.0
